Datasets,Models,Metrics,Combination,Value,Rank
bigvul,gpt-3.5-turbo,#Output Token,CWE ID+CWE Description+CWE Example,929.952380952381,118
bigvul,gpt-3.5-turbo,#Output Token,CVE ID+CWE Description+CWE Example,930.1813576494427,119
bigvul,gpt-3.5-turbo,#Output Token,CVE ID+CWE ID+CWE Description+CWE Example,930.2644376899696,120
bigvul,gpt-3.5-turbo,#Output Token,CVE ID+CWE ID+CWE Description,930.3576494427558,121
bigvul,gpt-3.5-turbo,#Output Token,CVE ID+CWE Name+CWE Description+CWE Example,931.3009118541033,122
bigvul,gpt-3.5-turbo,#Output Token,CWE ID+CWE Name+CWE Description+CWE Example,931.5065856129686,123
bigvul,gpt-3.5-turbo,#Output Token,CWE ID+CWE Name+CWE Description,931.5835866261398,124
bigvul,gpt-3.5-turbo,#Output Token,CWE Name+CWE Description+CWE Example,931.6210739614995,125
bigvul,gpt-3.5-turbo,#Output Token,CVE ID+CWE Name+CWE Example,931.645390070922,126
bigvul,gpt-3.5-turbo,#Output Token,CWE Description+CWE Example,932.7477203647417,127
bigvul,gpt-3.5-turbo,#Output Token,CWE ID+CWE Name+CWE Example,936.806484295846,128
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Example,0.7941468353696418,1
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Example,0.7932996642863253,2
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Name+CWE Example,0.7913709091900032,3
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Description+CWE Example,0.7907541985581455,4
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Description+CWE Example,0.7901406351466151,5
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Name+CWE Example,0.7900867371820944,6
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Example,0.7900010822999375,7
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Example,0.7896687867197822,8
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Name+CWE Example,0.7892050666418646,9
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Name+CWE Example,0.7884052504115799,10
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Name+CWE Description+CWE Example,0.7883855186130105,11
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Name+CWE Description+CWE Example,0.7882635742842504,12
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Name+CWE Example,0.7881719887798888,13
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Description+CWE Example,0.7879087622581764,14
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Name+CWE Description+CWE Example,0.7878744600275848,15
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Description+CWE Example,0.7874650577181227,16
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Name+CWE Description+CWE Example,0.7873886731761253,17
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Example,0.7859072704338316,18
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Example,0.7851805159808627,19
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Description+CWE Example,0.785012625729824,20
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Name+CWE Description+CWE Example,0.7849142228277755,21
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+CWE Example,0.784572168773222,22
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Name+CWE Description+CWE Example,0.7844244954425412,23
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Example,0.7843491759505461,24
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Name+CWE Example,0.7841587482993934,25
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Description+CWE Example,0.7836869354832307,26
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Description+CWE Example,0.7833514128113288,27
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Name+CWE Description+CWE Example,0.7832436645366896,28
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Example,0.7828886550108312,29
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Description+CWE Example,0.7825351987569553,30
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Name+CWE Example,0.782331367703344,31
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Name+CWE Example,0.7820203192811881,32
bigvul,gpt-3.5-turbo,CodeBLEU,None,0.7661980405030476,33
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Description,0.763493692155355,34
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Name+CWE Description,0.7624739948667896,35
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID,0.7616372829300112,36
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description,0.7615193511015635,37
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID,0.7615060839222768,38
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Name,0.760245853547986,39
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Name,0.7600950486060395,40
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID,0.7595890212200422,41
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Name+CWE Description,0.7595001589808444,42
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Description,0.7592278805149896,43
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Name,0.7588861989627748,44
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Name,0.7588005906090356,45
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Name+CWE Description,0.7587010708852705,46
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Description,0.758504901781426,47
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Description,0.7580965729290877,48
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description,0.7571518086239403,49
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Name,0.7567624290427795,50
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Name+CWE Description,0.7563449597585779,51
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Description,0.7561170248746033,52
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Name+CWE Description,0.756047415718179,53
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID,0.7556593294002415,54
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Description,0.7553820506421041,55
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Name,0.7550551421106226,56
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Name,0.7548022545521746,57
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID,0.7544369562956998,58
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Name+CWE Description,0.753962347092837,59
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Name,0.7530336104214369,60
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Name+CWE Description,0.7529915124178588,61
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description,0.7523549014650406,62
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Description,0.7522783515569396,63
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Description,0.7499648718267965,64
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Name+CWE Description+Vulnerable Lines,0.6824351394398811,65
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Name+CWE Description+Vulnerable Lines,0.6778496399423112,66
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Name+CWE Example+Vulnerable Lines,0.6748609309763351,67
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Name+CWE Description+Vulnerable Lines,0.6733710004827155,68
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Description+Vulnerable Lines,0.6731793531479977,69
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Name+Vulnerable Lines,0.6707068831460583,70
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Name+CWE Description+Vulnerable Lines,0.670496551707571,71
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Name+CWE Example+Vulnerable Lines,0.6696559442979118,72
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Description+Vulnerable Lines,0.669279543537911,73
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Example+Vulnerable Lines,0.6691936402098138,74
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+Vulnerable Lines,0.6691355479231635,75
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Name+CWE Description+Vulnerable Lines,0.6690400771894892,76
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Name+CWE Description+Vulnerable Lines,0.6686544709472187,77
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+Vulnerable Lines,0.6663690749505449,78
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Name+Vulnerable Lines,0.6661593798817261,79
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Name+Vulnerable Lines,0.6659377218260212,80
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Name+Vulnerable Lines,0.6647403809070217,81
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Description+Vulnerable Lines,0.6629412947133559,82
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Name+CWE Example+Vulnerable Lines,0.6628352597933652,83
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+Vulnerable Lines,0.661897507166526,84
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Name+CWE Example+Vulnerable Lines,0.6610823148637582,85
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Name+Vulnerable Lines,0.6603859642806875,86
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Name+Vulnerable Lines,0.6598988380953122,87
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Example+Vulnerable Lines,0.6591274591722712,88
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Description+Vulnerable Lines,0.6591179422085702,89
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Name+Vulnerable Lines,0.6586885492377906,90
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Example+Vulnerable Lines,0.6586323109656665,91
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Name+CWE Description+Vulnerable Lines,0.6579760813764159,92
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+Vulnerable Lines,0.6574100565845497,93
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+Vulnerable Lines,0.6564440272454968,94
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Name+CWE Example+Vulnerable Lines,0.6551984780871635,95
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Example+Vulnerable Lines,0.6548188618655634,96
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Description+Vulnerable Lines,0.6547268357133287,97
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Description+Vulnerable Lines,0.6546473727489968,98
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Name+CWE Example+Vulnerable Lines,0.6531013510686546,99
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.6501881969684381,100
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.6491561155819732,101
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Name+CWE Example+Vulnerable Lines,0.6486103377923279,102
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Name+Vulnerable Lines,0.647931817953,103
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.6474274172071839,104
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE Description+CWE Example+Vulnerable Lines,0.6426638314547385,105
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Example+Vulnerable Lines,0.6416733537014508,106
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Description+Vulnerable Lines,0.6409448075031765,107
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+Vulnerable Lines,0.6398364592208683,108
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Example+Vulnerable Lines,0.6392320498359204,109
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Description+Vulnerable Lines,0.6392223354998486,110
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Name+CWE Example+Vulnerable Lines,0.6384855361890391,111
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CWE ID+Vulnerable Lines,0.6372283931874378,112
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Example+Vulnerable Lines,0.632267367546235,113
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Description+CWE Example+Vulnerable Lines,0.6313525223961312,114
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.6303703287935856,115
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.6289550760628635,116
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.6272136686797917,117
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Description+CWE Example+Vulnerable Lines,0.6263763190229502,118
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.6261439631577715,119
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.6261206151213016,120
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.6260301806511088,121
bigvul,gpt-3.5-turbo,CodeBLEU,CVE ID+CVE Description+CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.6247643038565895,122
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.6190420061086974,123
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Description+CWE Example+Vulnerable Lines,0.6136614012257321,124
bigvul,gpt-3.5-turbo,CodeBLEU,CWE Example+Vulnerable Lines,0.6097690708875105,125
bigvul,gpt-3.5-turbo,CodeBLEU,CVE Description+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.6081676699751243,126
bigvul,gpt-3.5-turbo,CodeBLEU,CWE ID+Vulnerable Lines,0.6050207869887179,127
bigvul,gpt-3.5-turbo,CodeBLEU,Vulnerable Lines,0.6002177411426212,128
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE Description+CWE Example+Vulnerable Lines,0.02127659574468085,1
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE ID+CWE Name+CWE Example+Vulnerable Lines,0.02127659574468085,1
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.02127659574468085,1
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE Name+CWE Example+Vulnerable Lines,0.020263424518743668,4
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE ID+CWE Example+Vulnerable Lines,0.020263424518743668,4
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE ID+CWE Name+CWE Example+Vulnerable Lines,0.020263424518743668,4
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.020263424518743668,4
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE Example+Vulnerable Lines,0.019250253292806486,8
bigvul,gpt-3.5-turbo,Exact Match,CWE Description+CWE Example+Vulnerable Lines,0.019250253292806486,8
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE ID+Vulnerable Lines,0.019250253292806486,8
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE Example+Vulnerable Lines,0.019250253292806486,8
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE ID+CWE Example+Vulnerable Lines,0.019250253292806486,8
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE Description+CWE Example+Vulnerable Lines,0.019250253292806486,8
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE ID+CWE Name+Vulnerable Lines,0.019250253292806486,8
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE Name+CWE Example+Vulnerable Lines,0.019250253292806486,8
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE ID+CWE Name+CWE Example+Vulnerable Lines,0.019250253292806486,8
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.019250253292806486,8
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE Example+Vulnerable Lines,0.0182370820668693,18
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE Name+Vulnerable Lines,0.0182370820668693,18
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE ID+CWE Example+Vulnerable Lines,0.0182370820668693,18
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE Description+CWE Example+Vulnerable Lines,0.0182370820668693,18
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE Name+CWE Example+Vulnerable Lines,0.0182370820668693,18
bigvul,gpt-3.5-turbo,Exact Match,CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.0182370820668693,18
bigvul,gpt-3.5-turbo,Exact Match,CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.0182370820668693,18
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.0182370820668693,18
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.0182370820668693,18
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE ID+Vulnerable Lines,0.017223910840932118,27
bigvul,gpt-3.5-turbo,Exact Match,CWE Name+CWE Example+Vulnerable Lines,0.017223910840932118,27
bigvul,gpt-3.5-turbo,Exact Match,CWE ID+CWE Name+CWE Example+Vulnerable Lines,0.017223910840932118,27
bigvul,gpt-3.5-turbo,Exact Match,CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.017223910840932118,27
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE Description+Vulnerable Lines,0.016210739614994935,31
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE ID+CWE Name+Vulnerable Lines,0.016210739614994935,31
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.016210739614994935,31
bigvul,gpt-3.5-turbo,Exact Match,CWE Example+Vulnerable Lines,0.015197568389057751,34
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE Name+Vulnerable Lines,0.015197568389057751,34
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE ID+Vulnerable Lines,0.015197568389057751,34
bigvul,gpt-3.5-turbo,Exact Match,CWE ID+CWE Example+Vulnerable Lines,0.015197568389057751,34
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE ID+CWE Description+Vulnerable Lines,0.015197568389057751,34
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE Name+CWE Description+Vulnerable Lines,0.015197568389057751,34
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE ID+CWE Description+Vulnerable Lines,0.015197568389057751,34
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+Vulnerable Lines,0.015197568389057751,34
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.015197568389057751,34
bigvul,gpt-3.5-turbo,Exact Match,Vulnerable Lines,0.014184397163120567,43
bigvul,gpt-3.5-turbo,Exact Match,CWE Name+Vulnerable Lines,0.014184397163120567,43
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE Description+Vulnerable Lines,0.014184397163120567,43
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE ID+CWE Description+Vulnerable Lines,0.014184397163120567,43
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE Name+CWE Description+Vulnerable Lines,0.014184397163120567,43
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.014184397163120567,43
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.014184397163120567,43
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+Vulnerable Lines,0.013171225937183385,50
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE Description+Vulnerable Lines,0.013171225937183385,50
bigvul,gpt-3.5-turbo,Exact Match,CWE ID+CWE Name+Vulnerable Lines,0.013171225937183385,50
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+Vulnerable Lines,0.0121580547112462,53
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+Vulnerable Lines,0.0121580547112462,53
bigvul,gpt-3.5-turbo,Exact Match,CWE Name+CWE Description+Vulnerable Lines,0.0121580547112462,53
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE Name+CWE Description+Vulnerable Lines,0.0121580547112462,53
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE ID+CWE Name+Vulnerable Lines,0.0121580547112462,53
bigvul,gpt-3.5-turbo,Exact Match,None,0.011144883485309016,58
bigvul,gpt-3.5-turbo,Exact Match,CWE ID+Vulnerable Lines,0.011144883485309016,58
bigvul,gpt-3.5-turbo,Exact Match,CWE Description+Vulnerable Lines,0.011144883485309016,58
bigvul,gpt-3.5-turbo,Exact Match,CWE ID+CWE Name+CWE Description+Vulnerable Lines,0.011144883485309016,58
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description,0.010131712259371834,62
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE Name+CWE Example,0.010131712259371834,62
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE Name+Vulnerable Lines,0.010131712259371834,62
bigvul,gpt-3.5-turbo,Exact Match,CWE ID+CWE Description+Vulnerable Lines,0.010131712259371834,62
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CWE ID+CWE Name+CWE Description+Vulnerable Lines,0.010131712259371834,62
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE ID+CWE Name+CWE Description+Vulnerable Lines,0.010131712259371834,62
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE Example,0.00911854103343465,68
bigvul,gpt-3.5-turbo,Exact Match,CWE ID+CWE Name+CWE Example,0.00911854103343465,68
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE ID+CWE Example,0.00911854103343465,68
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE ID+CWE Name+CWE Example,0.00911854103343465,68
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE Name+CWE Description+CWE Example,0.00911854103343465,68
bigvul,gpt-3.5-turbo,Exact Match,CVE Description+CWE ID+CWE Name+CWE Description+CWE Example,0.00911854103343465,68
bigvul,gpt-3.5-turbo,Exact Match,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+CWE Example,0.00911854103343465,68
bigvul,gpt-3.5-turbo,Exact Match,CVE ID,0.008105369807497468,75
